Incident_Number,Exposure_Number,ID,Address,Incident_Date,Call_Number,Alarm_DtTm,Arrival_DtTm,Close_DtTm,City,ZIP_Code,Battalion,Station_Area,Box,Suppression_Units,Suppression_Personnel,EMS_Units,EMS_Personnel,Other_Units,Other_Personnel,First_Unit_On_Scene,Estimated_Property_Loss,Estimated_Contents_Loss,Fire_Fatalities,Fire_Injuries,Civilian_Fatalities,Civilian_Injuries,Number_of_Alarms,Primary_Situation,Mutual_Aid,Action_Taken_Primary,Action_Taken_Secondary,Action_Taken_Other,Detector_Alerted_Occupants,Property_Use,Area_of_Fire_Origin,Ignition_Cause,Ignition_Factor_Primary,Ignition_Factor_Secondary,Heat_Source,Item_First_Ignited,Human_Factors_Associated_with_Ignition,Structure_Type,Structure_Status,Floor_of_Fire_Origin,Fire_Spread,No_Flame_Spead,Number_of_floors_with_minimum_damage,Number_of_floors_with_significant_damage,Number_of_floors_with_heavy_damage,Number_of_floors_with_extreme_damage,Detectors_Present,Detector_Type,Detector_Operation,Detector_Effectiveness,Detector_Failure_Reason,Automatic_Extinguishing_System_Present,Automatic_Extinguishing_Sytem_Type,Automatic_Extinguishing_Sytem_Perfomance,Automatic_Extinguishing_Sytem_Failure_Reason,Number_of_Sprinkler_Heads_Operating,Supervisor_District,Analysis_Neighborhood,point,Neighborhoods_old,Zip_Codes,Fire_Prevention_Districts,Police_Districts,Supervisor_Districts,Civic_Center_Harm_Reduction_Project_Boundary,Fix_It_Zones_2017,HSOC_Zones,Central_Market_Tenderloin_Boundary,Central_Market_Tenderloin_Boundary_Polygon_Updated,HSOC_Zones_as_of_2018_06_05,Neighborhoods,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
03004657,0,030046570,Brussels St. / Olmstead St.,01/16/2003,030160258,01/16/2003 02:03:51 PM,01/16/2003 02:07:14 PM,01/16/2003 02:13:19 PM,SF,94134,B10,44,,1,4,0,0,0,0,E44,0,0,0,0,0,0,1,"130 - Mobile property (vehicle) fire, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",00 - Other,U - Cause undetermined after investigation,-,-,00 - Heat source: other,UU - Undetermined,-,,,,,,,,,,,,,,,,,,,,9,Portola,POINT (-122.403574 37.722322),28,309,10,3,7,,,,,,,91,91,2,2,25
03004665,0,030046650,3510 18th St.,01/16/2003,030160277,01/16/2003 02:56:33 PM,01/16/2003 03:00:45 PM,01/16/2003 03:05:58 PM,SF,94114,B02,07,,1,4,0,0,0,0,E06,0,0,0,0,0,0,1,652 - Steam/vapor/fog/dust mistaken for smoke,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.42190572 37.76181311),19,28859,8,4,5,,,,,,,37,37,3,5,20
03004669,0,030046690,1966 33rd Av.,01/16/2003,030160286,01/16/2003 03:19:38 PM,01/16/2003 03:22:19 PM,01/16/2003 03:35:25 PM,SF,94116,B08,18,,1,5,0,0,0,0,T18,0,0,0,0,0,0,1,"331 - Lock-in (if lock out , use 511 )",None,52 - Forcible entry,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.4911364 37.74979548),35,29491,1,8,3,,,,,,,39,39,10,7,35
03004672,0,030046720,380 Clementina St.,01/16/2003,030160291,01/16/2003 03:30:33 PM,01/16/2003 03:39:32 PM,01/16/2003 06:10:26 PM,SF,94105,B03,01,,2,6,1,2,0,0,E08,1500,300,0,0,0,0,1,111 - Building fire,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,"24 - Cooking area, kitchen",2 - Unintentional,53 - Equipment unattended,-,"10 - Heat from powered equipment, other","76 - Cooking materials, inc. Edible materi",5 - Physically disabled,1 -Enclosed building,2 -In normal use,15,"00 -Item First Ignited, Other",2,1,0,0,0,1 -Present,1 -Smoke,2 -Detector operated,2 -Alerted occupants-occ. failed to resond,-,N -None Present,-,-,-,0,6,South of Market,POINT (-122.403568 37.781077),34,28853,6,2,9,1,,,,,,32,32,1,10,34
03004674,0,030046740,401 13th St.,01/16/2003,030160294,01/16/2003 03:35:40 PM,01/16/2003 03:39:32 PM,01/16/2003 03:58:53 PM,TI,94130,B03,48,,1,3,0,0,0,0,E48,0,0,0,0,0,0,1,"730 - System malfunction, other",None,63 - Restore fire alarm system,-,-,-,"300 - Health care/Detentino & correction, oth.",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.3715375 37.82256823),37,62,,2,9,,,,,,,36,36,1,10,37
03004675,0,030046750,70 Kezar Dr.,01/16/2003,030160298,01/16/2003 03:47:07 PM,01/16/2003 04:00:31 PM,01/16/2003 04:00:31 PM,SF,94117,B05,12,,1,4,0,0,0,0,,0,0,0,0,0,0,1,"520 - Water problem, other",None,86 - Investigate,-,-,-,124 - Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Golden Gate Park,POINT (-122.457903 37.769149),8,29492,11,5,11,,,,,,,9,9,7,11,12
03004677,0,030046770,380 Clementina St.,01/16/2003,030160300,01/16/2003 03:52:55 PM,01/16/2003 03:58:21 PM,01/16/2003 04:04:17 PM,SF,94107,B03,01,,1,4,0,0,0,0,E08,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.403568 37.781077),34,28853,6,2,9,1,,,,,,32,32,1,10,34
03004689,0,030046890,425 California St.,01/16/2003,030160317,01/16/2003 04:37:17 PM,01/16/2003 04:39:51 PM,01/16/2003 04:49:47 PM,SF,94104,B01,13,,2,9,0,0,0,0,RS2,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.401532 37.792939),6,28854,4,1,10,,,,,,,108,108,6,3,8
03004693,0,030046930,8 Locksley Av.,01/16/2003,030160322,01/16/2003 05:18:10 PM,01/16/2003 05:22:55 PM,01/16/2003 05:27:37 PM,SF,94122,B08,22,,1,4,0,0,0,0,E22,0,0,0,0,0,0,1,"600 - Good intent call, other",None,"70 - Assistance, other",-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Inner Sunset,POINT (-122.46303 37.759519),12,56,1,5,4,,,,,,,109,109,7,8,14
03004699,0,030046990,35th Av. / Geary Bl.,01/16/2003,030160332,01/16/2003 05:53:05 PM,01/16/2003 05:57:12 PM,01/16/2003 05:59:59 PM,SF,94114,B07,14,,1,4,0,0,0,0,E14,0,0,0,0,0,0,1,"400 - Hazardous condition, other",None,"40 - Hazardous condition, other",-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.494541 37.780662),26,55,11,6,2,,,,,,,8,8,8,4,29
03004706,0,030047060,203 Cameron Wy.,01/16/2003,030160340,01/16/2003 06:12:05 PM,01/16/2003 06:15:37 PM,01/16/2003 06:17:53 PM,SF,94134,B10,17,,3,11,0,0,0,0,T17,0,0,0,0,0,0,1,531 - Smoke or odor removal,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.3889889 37.72057765),1,58,10,3,8,,,,,,,88,88,2,9,1
03004709,0,030047090,50 Francisco St.,01/16/2003,030160344,01/16/2003 06:19:16 PM,01/16/2003 06:22:29 PM,01/16/2003 06:29:23 PM,SF,94133,B01,28,,2,9,0,0,0,0,B01,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.40546 37.805752),23,308,3,1,10,,,,,,,99,99,6,3,23
03004712,0,030047120,5264 3rd St.,01/16/2003,030160348,01/16/2003 06:35:01 PM,01/16/2003 06:36:08 PM,01/16/2003 07:31:04 PM,SF,94124,B10,17,,3,11,0,0,0,0,B10,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,12 - Salvage & overhaul,-,-,1 - Detector alerted occupants,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.392524 37.729829),1,58,10,3,8,,11,,,,,87,87,2,9,1
03004715,0,030047150,7th St. / Mission St.,01/16/2003,030160352,01/16/2003 06:47:35 PM,01/16/2003 06:51:17 PM,01/16/2003 06:51:17 PM,SF,94105,B02,01,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.411152 37.779304),34,28853,8,2,9,1,24,1,1,1,1,32,32,5,10,34
03004721,0,030047210,Beach St. / Powell St.,01/16/2003,030160358,01/16/2003 07:10:58 PM,01/16/2003 07:13:47 PM,01/16/2003 07:14:40 PM,SF,94133,B01,28,,2,9,0,0,0,0,E28,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.412334 37.807689),23,308,3,1,10,,,,,,,99,99,6,3,23
03004727,0,030047270,180 Turk St.,01/16/2003,030160366,01/16/2003 07:36:11 PM,01/16/2003 07:39:42 PM,01/16/2003 07:46:19 PM,SF,94109,B03,01,,1,4,0,0,0,0,E03,0,0,0,0,0,0,1,"550 - Public service assistance, other",None,86 - Investigate,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.412072 37.783117),36,28852,14,10,9,1,17,1,1,1,1,20,20,5,10,36
03004742,0,030047420,899 Bryant St.,01/16/2003,030160384,01/16/2003 09:02:13 PM,01/16/2003 09:05:43 PM,01/16/2003 09:22:55 PM,SF,94107,B03,08,,1,4,0,0,0,0,E08,0,0,0,0,0,0,1,411 - Gasoline or other flammable liquid spill,None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.4047517 37.77420428),34,28853,14,2,9,,,,,,,33,33,1,10,34
03004746,0,030047460,1701 Broadway,01/16/2003,030160388,01/16/2003 09:10:08 PM,01/16/2003 09:13:19 PM,01/16/2003 09:37:23 PM,SF,94115,B04,38,,2,6,0,0,0,0,E38,0,0,0,0,0,0,1,"300 - Rescue, EMS call, other",None,73 - Provide manpower,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.42534755 37.7953308),27,28858,13,9,1,,,,,,,102,102,4,6,30
03004753,0,030047530,Andover St. / Cortland Av.,01/16/2003,030160397,01/16/2003 09:51:28 PM,01/16/2003 09:55:01 PM,01/16/2003 09:55:11 PM,SF,94110,B06,32,,1,4,0,0,0,0,E32,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.416457 37.739056),2,28859,2,7,7,,,,,,,83,83,9,2,2
03004755,0,030047550,3850 18th St.,01/16/2003,030160400,01/16/2003 09:58:56 PM,01/16/2003 10:01:02 PM,01/16/2003 10:07:45 PM,SF,94114,B02,06,,1,4,0,0,0,0,E06,0,0,0,0,0,0,1,522 - Water or steam leak,None,64 - Shut down system,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.429491 37.761274),3,28862,8,4,5,,,,,,5,37,37,3,5,5
03004761,0,030047610,500 Washington St.,01/16/2003,030160407,01/16/2003 10:16:30 PM,01/16/2003 10:18:46 PM,01/16/2003 10:22:37 PM,SF,94104,B01,13,,2,9,0,0,0,0,T13,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.401776 37.795778),4,28860,3,1,10,,,,,,,106,106,6,3,6
03004763,0,030047630,1443 Grove St.,01/16/2003,030160410,01/16/2003 10:19:32 PM,01/16/2003 10:20:51 PM,01/16/2003 10:20:51 PM,SF,94117,B05,21,,1,1,0,0,0,0,,0,0,0,0,0,0,1,"500 - Service Call, other",None,"00 - Action taken, other",-,-,-,888 - Fire station,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.440288 37.775346),10,29492,15,5,11,,,,,,,24,24,7,11,9
03004764,0,030047640,719 Gonzalez Dr.,01/16/2003,030160411,01/16/2003 10:20:27 PM,01/16/2003 10:26:37 PM,01/16/2003 10:43:53 PM,SF,94122,B08,19,,2,6,0,0,0,0,E19,0,0,0,0,0,0,1,412 - Gas leak (natural gas or LPG),None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.48099392 37.71686323),14,64,1,8,4,,,,,,,42,42,10,8,16
03004768,0,030047680,Kearny St. / Pine St.,01/16/2003,030160415,01/16/2003 10:35:15 PM,01/16/2003 10:37:39 PM,01/16/2003 10:38:06 PM,SF,94111,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.404223 37.79169),6,28854,5,1,10,,,,,,,104,104,6,3,8
03004770,0,030047700,865 Market St.,01/16/2003,030160417,01/16/2003 10:46:54 PM,01/16/2003 10:50:05 PM,01/16/2003 10:52:06 PM,SF,94105,B03,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,86 - Investigate,-,-,-,"580 - General retail, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407158 37.783947),34,28853,12,2,9,,17,,,,,32,32,5,10,34
03004771,0,030047710,21st Av. / Balboa St.,01/16/2003,030160418,01/16/2003 10:47:35 PM,01/16/2003 10:50:56 PM,01/16/2003 10:50:56 PM,SF,94121,B07,14,,2,9,0,0,0,0,,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.480175 37.776496),26,55,11,6,2,,,,,,,8,8,8,4,29
03004774,0,030047740,Crescent Av. / Murray St.,01/16/2003,030160424,01/16/2003 11:40:45 PM,01/16/2003 11:44:32 PM,01/16/2003 11:45:32 PM,SF,94110,B06,32,,1,4,0,0,0,0,E32,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.420225 37.735187),2,28859,2,7,7,,,,,,,61,61,9,2,2
03004780,0,030047800,8th St. / Clementina St.,01/17/2003,030170005,01/17/2003 12:20:29 AM,01/17/2003 12:22:27 AM,01/17/2003 12:27:51 AM,SF,94103,B02,36,,1,4,0,0,0,0,E36,0,0,0,0,0,0,1,"651 - Smoke scare, odor of smoke",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.466565 37.782849),11,54,11,6,2,,,,,,,5,5,8,4,11
03004783,0,030047830,1800 Montgomery St.,01/17/2003,030170008,01/17/2003 12:28:59 AM,01/17/2003 12:43:18 AM,01/17/2003 12:43:18 AM,SF,94104,B01,28,,2,9,0,0,0,0,,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.405287 37.805773),23,308,3,1,10,,,,,,,77,77,6,3,23
03004784,0,030047840,30th St. / Dolores St.,01/17/2003,030170009,01/17/2003 12:32:06 AM,01/17/2003 12:33:57 AM,01/17/2003 01:02:13 AM,SF,94131,B06,11,,3,11,0,0,0,0,RC3,0,0,0,0,0,0,1,322 - Vehicle accident with injuries,None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Noe Valley,POINT (-122.424233 37.742237),22,63,2,7,5,,,,,,,59,59,9,5,22
03004788,0,030047880,1 Post St.,01/17/2003,030170014,01/17/2003 12:45:28 AM,01/17/2003 12:48:59 AM,01/17/2003 01:07:21 AM,SF,94104,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.402189 37.788696),6,28854,4,2,10,,10,,,,,19,19,6,3,8
03004789,0,030047890,23rd St. / Valencia St.,01/17/2003,030170015,01/17/2003 12:56:25 AM,01/17/2003 01:01:31 AM,01/17/2003 01:01:31 AM,SF,94110,B06,11,,1,4,0,0,0,0,,0,0,0,0,0,0,1,"550 - Public service assistance, other",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.420814 37.753703),19,28859,2,4,5,,,3,,,3,53,53,3,5,20
03004791,0,030047910,100 Duboce Av.,01/17/2003,030170017,01/17/2003 12:58:56 AM,01/17/2003 01:03:29 AM,01/17/2003 01:03:29 AM,SF,94114,B02,36,,1,4,0,0,0,0,,0,0,0,0,0,0,1,641 - Vicinity alarm (incid. another location),None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.422395825217 37.769921182685),19,28853,8,4,5,,,3,,,3,32,32,3,5,20
03004805,0,030048050,3rd Av. / Hugo St.,01/17/2003,030170033,01/17/2003 01:52:54 AM,01/17/2003 01:58:34 AM,01/17/2003 02:02:47 AM,SF,94122,B05,12,,1,4,0,0,0,0,E20,0,0,0,0,0,0,1,"651 - Smoke scare, odor of smoke",None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Inner Sunset,POINT (-122.459954 37.765255),12,56,15,5,11,,,,,,,109,109,7,11,14
03004807,0,030048070,Lyon St. / Vallejo St.,01/17/2003,030170035,01/17/2003 01:56:11 AM,01/17/2003 02:00:28 AM,01/17/2003 02:02:43 AM,SF,94123,B04,16,,1,4,0,0,0,0,E16,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,11 - Extinguish,-,-,U - Unknown,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Presidio,POINT (-122.446591 37.793764),30,57,13,,1,,,,,,,102,102,4,6,27
03004808,0,030048080,999 Presidio Av.,01/17/2003,030170038,01/17/2003 02:12:01 AM,01/17/2003 02:15:10 AM,01/17/2003 02:15:31 AM,SF,94118,B05,10,,2,9,0,0,0,0,E10,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,61 - Restore municipal services,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Presidio Heights,POINT (-122.44592 37.782544),31,54,15,5,1,,,,,,,11,11,8,6,31
03004809,0,030048090,665 Eddy St.,01/17/2003,030170039,01/17/2003 02:16:22 AM,01/17/2003 02:19:31 AM,01/17/2003 02:25:04 AM,SF,94102,B02,03,,1,4,0,0,0,0,E22,0,0,0,0,0,0,1,551 - Assist PD or other Govern. Agency,None,76 - Provide water,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.41857 37.783108),36,28852,7,9,9,1,,,1,1,,20,20,5,10,36
03004810,0,030048100,Greenwich St. / Van Ness Av.,01/17/2003,030170040,01/17/2003 02:48:15 AM,01/17/2003 02:51:31 AM,01/17/2003 04:03:03 AM,SF,94123,B04,16,,1,4,0,0,0,0,E16,0,0,0,0,0,0,1,"600 - Good intent call, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.424363 37.800415),17,28858,13,9,1,,,,,,,15,15,4,6,13
03004818,0,030048180,19th Av. / Ortega St.,01/17/2003,030170052,01/17/2003 04:37:09 AM,01/17/2003 04:41:21 AM,01/17/2003 05:16:18 AM,SF,94122,B08,40,,1,4,0,0,0,0,E40,0,0,0,0,0,0,1,131 - Passenger vehicle fire,None,11 - Extinguish,-,-,-,963 - Street or road in commercial area,"83 - Engine area, running gear, wheel area",U - Cause undetermined after investigation,-,-,"10 - Heat from powered equipment, other",65 - Flammable liquid/gas - uncontained,-,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.476294 37.752376),35,29491,1,8,3,,,,,,,39,39,10,7,35
03004824,0,030048240,Edna St. / Staples Av.,01/17/2003,030170060,01/17/2003 06:17:12 AM,01/17/2003 06:22:04 AM,01/17/2003 06:48:03 AM,SF,94112,B09,15,,1,4,0,0,0,0,E15,0,0,0,0,0,0,1,"520 - Water problem, other",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.446563 37.729083),40,28861,9,7,4,,,,,,,95,95,9,8,41
03004826,0,030048260,124 Turk St.,01/17/2003,030170064,01/17/2003 06:41:57 AM,01/17/2003 06:46:38 AM,01/17/2003 06:50:52 AM,SF,94102,B03,01,,3,11,0,0,0,0,T03,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.411361 37.783391),36,28852,14,10,9,1,17,,1,1,,20,20,5,10,36
03004827,0,030048270,590 Bush St.,01/17/2003,030170066,01/17/2003 07:15:52 AM,01/17/2003 07:21:05 AM,01/17/2003 07:23:37 AM,SF,94104,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.406951 37.79046),6,28857,5,1,10,,,,,,,104,104,6,3,8
03004828,0,030048280,Andover St. / Tompkins Av.,01/17/2003,030170068,01/17/2003 07:25:14 AM,01/17/2003 07:28:41 AM,01/17/2003 07:28:56 AM,SF,94110,B06,32,,2,9,0,0,0,0,T11,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.416615 37.737248),2,28859,2,7,7,,,,,,,61,61,9,2,2
03004830,0,030048300,20th St. / South Van Ness Av.,01/17/2003,030170070,01/17/2003 07:30:58 AM,01/17/2003 07:33:22 AM,01/17/2003 07:48:42 AM,SF,94110,B06,07,,3,11,0,0,0,0,E07,0,0,0,0,0,0,1,"651 - Smoke scare, odor of smoke",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.416873 37.758764),19,28859,2,4,7,,13,3,,,3,53,53,3,2,20
03004832,0,030048320,274 Guerrero St.,01/17/2003,030170074,01/17/2003 07:38:45 AM,01/17/2003 07:40:46 AM,01/17/2003 07:45:45 AM,SF,94110,B02,06,,3,10,0,0,0,0,E36,0,0,0,0,0,0,1,"600 - Good intent call, other",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Mission,POINT (-122.424674 37.76682094),19,28853,8,4,5,,,,,,,37,37,3,5,20
03004833,0,030048330,23rd St. / Harrison St.,01/17/2003,030170073,01/17/2003 07:39:44 AM,01/17/2003 07:44:55 AM,01/17/2003 07:44:55 AM,SF,94110,B06,07,,1,1,1,1,1,1,,0,0,0,0,0,0,1,"520 - Water problem, other",None,"70 - Assistance, other",-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.41205 37.754231),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03004834,0,030048340,3159 Cesar Chavez St.,01/17/2003,030170077,01/17/2003 07:41:51 AM,01/17/2003 07:43:46 AM,01/17/2003 07:55:22 AM,SF,94110,B06,09,,3,11,0,0,0,0,B06,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.41275977 37.74788502),2,28859,2,7,7,,,3,,,3,83,83,9,2,2
03004837,0,030048370,1 Front St.,01/17/2003,030170078,01/17/2003 07:46:21 AM,01/17/2003 07:49:51 AM,01/17/2003 07:57:39 AM,SF,94107,B01,13,,2,9,0,0,0,0,E13,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.398378 37.791755),6,28860,4,2,10,,,,,,,108,108,6,3,8
03004841,0,030048410,97 Jordan Av.,01/17/2003,030170086,01/17/2003 08:08:28 AM,01/17/2003 08:11:55 AM,01/17/2003 08:25:25 AM,SF,94115,B07,10,,3,11,1,2,0,0,E10,0,0,0,0,0,0,1,111 - Building fire,None,11 - Extinguish,-,-,-,419 - 1 or 2 family dwelling,"24 - Cooking area, kitchen",2 - Unintentional,53 - Equipment unattended,-,"10 - Heat from powered equipment, other","76 - Cooking materials, inc. Edible materi",3 - Unattended or unsupervised person,1 -Enclosed building,2 -In normal use,2,-,1,1,0,0,0,U -Undetermined,-,-,-,-,N -None Present,-,-,-,0,2,Presidio Heights,POINT (-122.456907 37.784032),31,54,11,6,1,,,,,,,11,11,8,6,31
03004844,0,030048440,455 Athens St.,01/17/2003,030170095,01/17/2003 08:20:33 AM,01/17/2003 08:23:08 AM,01/17/2003 08:28:23 AM,SF,94112,B09,43,,3,11,0,0,0,0,E43,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.429011 37.720761),5,28861,9,7,6,,,,,,,90,90,9,1,7
03004846,0,030048460,1340 Lombard St.,01/17/2003,030170097,01/17/2003 08:26:19 AM,01/17/2003 08:42:10 AM,01/17/2003 08:42:10 AM,SF,94123,B04,16,,2,6,0,0,0,0,E16,0,0,0,0,0,0,1,611 - Dispatched & canceled en route,None,93 - Cancelled enroute,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Russian Hill,POINT (-122.423607 37.801534),32,28858,5,9,1,,,,,,,107,107,4,6,32
03004859,0,030048590,545 Post St.,01/17/2003,030170128,01/17/2003 09:44:01 AM,01/17/2003 09:48:13 AM,01/17/2003 09:55:16 AM,SF,94109,B01,03,,2,9,0,0,1,2,T03,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Tenderloin,POINT (-122.410792 37.787919),36,28852,5,1,10,,,,,,,50,50,6,3,36
