Incident_Number,Exposure_Number,ID,Address,Incident_Date,Call_Number,Alarm_DtTm,Arrival_DtTm,Close_DtTm,City,ZIP_Code,Battalion,Station_Area,Box,Suppression_Units,Suppression_Personnel,EMS_Units,EMS_Personnel,Other_Units,Other_Personnel,First_Unit_On_Scene,Estimated_Property_Loss,Estimated_Contents_Loss,Fire_Fatalities,Fire_Injuries,Civilian_Fatalities,Civilian_Injuries,Number_of_Alarms,Primary_Situation,Mutual_Aid,Action_Taken_Primary,Action_Taken_Secondary,Action_Taken_Other,Detector_Alerted_Occupants,Property_Use,Area_of_Fire_Origin,Ignition_Cause,Ignition_Factor_Primary,Ignition_Factor_Secondary,Heat_Source,Item_First_Ignited,Human_Factors_Associated_with_Ignition,Structure_Type,Structure_Status,Floor_of_Fire_Origin,Fire_Spread,No_Flame_Spead,Number_of_floors_with_minimum_damage,Number_of_floors_with_significant_damage,Number_of_floors_with_heavy_damage,Number_of_floors_with_extreme_damage,Detectors_Present,Detector_Type,Detector_Operation,Detector_Effectiveness,Detector_Failure_Reason,Automatic_Extinguishing_System_Present,Automatic_Extinguishing_Sytem_Type,Automatic_Extinguishing_Sytem_Perfomance,Automatic_Extinguishing_Sytem_Failure_Reason,Number_of_Sprinkler_Heads_Operating,Supervisor_District,Analysis_Neighborhood,point,Neighborhoods_old,Zip_Codes,Fire_Prevention_Districts,Police_Districts,Supervisor_Districts,Civic_Center_Harm_Reduction_Project_Boundary,Fix_It_Zones_2017,HSOC_Zones,Central_Market_Tenderloin_Boundary,Central_Market_Tenderloin_Boundary_Polygon_Updated,HSOC_Zones_as_of_2018_06_05,Neighborhoods,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
03010008,0,030100080,2 Connecticut St.,02/04/2003,030350296,02/04/2003 03:17:13 PM,02/04/2003 03:20:02 PM,02/04/2003 04:18:36 PM,SF,94107,B03,29,,11,42,0,0,0,0,E29,0,0,0,0,0,0,1,"410 - Flammable gas or liquid condition, other",None,86 - Investigate,-,-,-,"341 - Clinic, clinic-type infirmary",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Mission Bay,POINT (-122.397944 37.766297),20,28856,14,3,8,,,,,,,54,54,1,9,4
03010009,0,030100090,1 San Bruno Av.,02/04/2003,030350297,02/04/2003 03:19:40 PM,02/04/2003 03:21:55 PM,02/04/2003 03:35:30 PM,SF,94103,B02,29,,7,26,0,0,0,0,T06,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,"580 - General retail, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Mission,POINT (-122.4057744 37.76715619),19,28853,8,4,8,,,2,,,2,33,33,3,9,20
03010011,0,030100110,777 Mariposa St.,02/04/2003,030350299,02/04/2003 03:24:12 PM,02/04/2003 03:27:56 PM,02/04/2003 03:36:02 PM,SF,94124,B03,29,,3,11,0,0,0,0,E25,0,0,0,0,0,0,1,741 - Sprinkler activation/no fire-accidental,None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.39126535 37.76381129),29,28856,14,3,8,,,,,,,55,55,2,9,26
03010013,0,030100130,275 Barneveld Av.,02/04/2003,030350302,02/04/2003 03:31:09 PM,02/04/2003 03:33:16 PM,02/04/2003 04:23:41 PM,SF,94110,B10,09,,2,6,0,0,0,0,E09,0,0,0,0,0,0,1,"100 - Fire, other",None,"00 - Action taken, other",-,-,U - Unknown,"700 - Manufacturing, processing",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.403063 37.744137),1,58,10,3,8,,,,,,,85,85,2,9,1
03010019,0,030100190,17th St. / Potrero Av.,02/04/2003,030350312,02/04/2003 03:47:43 PM,02/04/2003 03:51:03 PM,02/04/2003 03:51:21 PM,SF,94107,B02,29,,2,9,0,0,0,0,T07,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Mission,POINT (-122.407422 37.764488),19,28859,8,4,8,,,3,,,3,53,53,3,9,20
03010026,0,030100260,838 Anza St.,02/04/2003,030350320,02/04/2003 04:05:00 PM,02/04/2003 04:11:31 PM,02/04/2003 04:18:16 PM,SF,94115,B07,10,,1,5,0,0,0,0,T10,0,0,0,0,0,0,1,"350 - Extrication, rescue, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Lone Mountain/USF,POINT (-122.455255 37.780128),16,54,11,6,2,,,,,,,12,12,7,4,18
03010027,0,030100270,25th St. / Wisconsin St.,02/04/2003,030350322,02/04/2003 04:07:13 PM,02/04/2003 04:09:54 PM,02/04/2003 04:10:03 PM,SF,94107,B10,37,,2,9,0,0,0,0,E37,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.398454 37.752195),29,28856,10,3,8,,,,,,,54,54,2,9,26
03010032,0,030100320,1719 Green St.,02/04/2003,030350328,02/04/2003 04:19:06 PM,02/04/2003 04:21:38 PM,02/04/2003 04:23:23 PM,SF,94115,B04,38,,2,9,0,0,1,2,E38,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.42777787 37.79682497),17,57,13,9,1,,,,,,,102,102,4,6,13
03010035,0,030100350,555 Buena Vista West Av.,02/04/2003,030350331,02/04/2003 04:36:35 PM,02/04/2003 04:40:15 PM,02/04/2003 04:57:44 PM,SF,94117,B05,12,,3,11,0,0,0,0,E12,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Haight Ashbury,POINT (-122.4425643 37.76599494),9,29492,15,5,5,,,,,,,112,112,7,5,3
03010036,0,030100360,4630 Fulton St.,02/04/2003,030350333,02/04/2003 04:40:25 PM,02/04/2003 04:43:26 PM,02/04/2003 05:06:38 PM,SF,94118,B07,14,,2,7,1,2,0,0,M18,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.48161809 37.77293864),26,55,11,6,2,,,,,,,8,8,8,4,29
03010047,0,030100470,12th Av. / Cabrillo St.,02/04/2003,030350351,02/04/2003 05:40:12 PM,02/04/2003 05:42:50 PM,02/04/2003 06:32:06 PM,SF,94118,B07,31,,2,6,1,2,0,0,E31,0,0,0,0,0,0,1,411 - Gasoline or other flammable liquid spill,None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.470298 37.775076),11,54,11,6,2,,,,,,,5,5,8,4,11
03010048,0,030100480,934 Market St.,02/04/2003,030350352,02/04/2003 05:41:24 PM,02/04/2003 05:45:15 PM,02/04/2003 06:23:17 PM,SF,94105,B03,01,,1,5,0,0,0,0,T01,0,0,0,0,0,0,1,353 - Removal of victim(s) from stalled elev.,None,"22 - Rescue, remove from harm",-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.408572 37.783688),36,28852,14,2,9,1,17,,1,1,,19,19,5,10,36
03010052,0,030100520,2425 Buchanan St.,02/04/2003,030350356,02/04/2003 06:08:10 PM,02/04/2003 06:10:06 PM,02/04/2003 06:27:19 PM,SF,94115,B04,38,,2,9,0,0,1,2,E38,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.43143629 37.7924145),27,29490,13,9,1,,,,,,,102,102,4,6,30
03010053,0,030100530,2171 Mission St.,02/04/2003,030350358,02/04/2003 06:12:16 PM,02/04/2003 06:14:55 PM,02/04/2003 06:19:45 PM,SF,94110,B02,07,,3,11,0,0,0,0,E07,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.41919535 37.76225044),19,28859,8,4,7,,13,3,,,3,53,53,3,2,20
03010054,0,030100540,Golden Gate Av. / Leavenworth St.,02/04/2003,030350359,02/04/2003 06:16:18 PM,02/04/2003 06:19:49 PM,02/04/2003 06:19:50 PM,SF,94109,B02,01,,1,4,0,0,0,0,T03,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.41387 37.781862),36,28852,7,10,9,1,17,1,1,1,1,21,21,5,10,36
03010055,0,030100550,Fulton St. / Laguna St.,02/04/2003,030350361,02/04/2003 06:20:29 PM,02/04/2003 06:21:54 PM,02/04/2003 06:23:11 PM,SF,94102,B02,05,,2,9,0,0,0,0,T05,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,74 - Provide apparatus,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.426642 37.778327),10,28852,7,9,11,,,,,,,22,22,4,11,9
03010056,0,030100560,Gough St. / Post St.,02/04/2003,030350362,02/04/2003 06:21:43 PM,02/04/2003 06:24:04 PM,02/04/2003 06:24:19 PM,SF,94109,B04,03,,1,1,0,0,0,0,E03,0,0,0,0,0,0,1,"100 - Fire, other",None,86 - Investigate,-,-,U - Unknown,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Japantown,POINT (-122.42486 37.786196),13,28858,13,9,11,,,,,,,100,100,4,11,15
03010057,0,030100570,982 Market St.,02/04/2003,030350363,02/04/2003 06:23:20 PM,02/04/2003 06:27:12 PM,02/04/2003 06:30:24 PM,SF,94105,B03,01,,3,11,0,0,0,0,B02,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,963 - Street or road in commercial area,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.41034 37.782689),36,28852,14,10,9,1,17,,1,1,,20,20,5,10,36
03010062,0,030100620,139 Louisburg St.,02/04/2003,030350368,02/04/2003 06:55:22 PM,02/04/2003 06:57:44 PM,02/04/2003 07:12:18 PM,SF,94112,B09,15,,5,22,0,0,0,0,B09,0,0,0,0,0,0,1,111 - Building fire,None,11 - Extinguish,-,-,-,419 - 1 or 2 family dwelling,"47 - Vehicle storage area; garage, carport",3 - Failure of equipment or heat source,"20 - Mechanical failure, malfunction, othe",-,13 - Arcing,"82 - Transformer, including transformer fl",-,1 -Enclosed building,2 -In normal use,1,-,1,1,0,0,0,U -Undetermined,-,-,-,-,N -None Present,-,-,-,0,11,Oceanview/Merced/Ingleside,POINT (-122.44941104 37.72107286),24,28861,9,8,6,,,,,,,81,81,10,1,24
03010069,0,030100690,70 Digby St.,02/04/2003,030350379,02/04/2003 07:40:16 PM,02/04/2003 07:41:15 PM,02/04/2003 07:56:57 PM,SF,94131,B06,26,,4,4,0,0,0,0,E26,0,0,0,0,0,0,1,"300 - Rescue, EMS call, other",None,"70 - Assistance, other",-,-,-,"000 - Property Use, other",,,,,,,,,,,,,,,,,,,,,,,,,,,8,Glen Park,POINT (-122.43310905 37.74028837),7,63,2,7,5,,,,,,,59,59,9,5,10
03010072,0,030100720,Ellis St. / Stockton St.,02/04/2003,030350382,02/04/2003 07:47:08 PM,02/04/2003 07:51:48 PM,02/04/2003 07:54:35 PM,SF,94105,B03,01,,1,4,0,0,0,0,E01,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,11 - Extinguish,-,-,U - Unknown,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.405833 37.785745),6,28853,5,2,10,,17,,,,,32,32,5,3,8
03010074,0,030100740,Buchanan St. / Geary Bl.,02/04/2003,030350384,02/04/2003 07:56:21 PM,02/04/2003 07:58:46 PM,02/04/2003 07:59:12 PM,SF,94102,B04,05,,2,9,0,0,0,0,T05,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,73 - Provide manpower,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.4296598 37.78481735),41,29490,13,9,11,,8,,,,,101,101,4,11,39
03010075,0,030100750,144 Belvedere St.,02/04/2003,030350385,02/04/2003 07:57:07 PM,02/04/2003 08:00:22 PM,02/04/2003 08:12:52 PM,SF,94117,B05,12,,3,11,0,0,0,0,E12,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Haight Ashbury,POINT (-122.44895476 37.76787896),9,29492,15,5,11,,,,,,,29,29,7,11,3
03010076,0,030100760,111 Taylor St.,02/04/2003,030350388,02/04/2003 08:03:47 PM,02/04/2003 08:07:12 PM,02/04/2003 08:14:33 PM,SF,94105,B03,01,,1,5,0,0,0,0,T01,0,0,0,0,0,0,1,353 - Removal of victim(s) from stalled elev.,None,"23 - Extricate, disentangle",-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.410884 37.783352),36,28852,14,10,9,1,17,,1,1,,20,20,5,10,36
03010077,0,030100770,777 Jackson St.,02/04/2003,030350389,02/04/2003 08:17:44 PM,02/04/2003 08:20:49 PM,02/04/2003 08:29:50 PM,SF,94133,B01,02,,3,11,0,0,0,0,B01,0,0,0,0,0,0,1,412 - Gas leak (natural gas or LPG),None,86 - Investigate,-,-,-,161 - Restaurant or cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Chinatown,POINT (-122.40772886 37.7957216),4,28857,3,1,10,,5,,,,,104,104,6,3,6
03010078,0,030100780,1410 Steiner St.,02/04/2003,030350390,02/04/2003 08:24:12 PM,02/04/2003 08:26:39 PM,02/04/2003 08:38:02 PM,SF,94117,B04,05,,1,4,0,0,0,0,E05,0,0,0,0,0,0,1,"311 - Medical assist, assist EMS crew",None,71 - Assist physically disabled,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.43411 37.782309),41,29490,15,9,11,,,,,,,97,97,4,11,39
03010084,0,030100840,Brotherhood Wy. / Junipero Serra Bl.,02/04/2003,030350397,02/04/2003 08:49:38 PM,02/04/2003 08:55:05 PM,02/04/2003 09:02:46 PM,SF,94112,B08,33,,1,4,0,0,0,0,E33,0,0,0,0,0,0,1,"700 - False alarm or false call, other",None,86 - Investigate,-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Oceanview/Merced/Ingleside,POINT (-122.471246 37.712749),24,64,9,8,4,,,,,,,65,65,10,8,24
03010086,0,030100860,Ellis St. / Polk St.,02/04/2003,030350399,02/04/2003 08:55:02 PM,02/04/2003 08:57:23 PM,02/04/2003 08:58:11 PM,SF,94109,B02,03,,2,9,0,0,0,0,T03,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,73 - Provide manpower,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Tenderloin,POINT (-122.419366 37.784028),36,28858,7,9,9,,,,1,1,,20,20,4,10,36
03010092,0,030100920,362 26th Av.,02/04/2003,030350406,02/04/2003 09:20:14 PM,02/04/2003 09:23:14 PM,02/04/2003 09:43:23 PM,SF,94118,B07,14,,2,7,1,2,0,0,T14,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.4849365 37.78382818),26,55,11,6,2,,,,,,,8,8,8,4,29
03010099,0,030100990,655 Avenue H,02/04/2003,030350417,02/04/2003 10:02:55 PM,02/04/2003 10:06:50 PM,02/04/2003 10:29:41 PM,TI,94130,B03,48,,3,11,0,0,0,0,E48,0,0,0,0,0,0,1,"715 - Local alarm sys., Malicious False alarm",None,63 - Restore fire alarm system,-,-,-,"439 - Boarding/rooming house, res. hotels",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.3715375 37.82256823),37,62,,2,9,,,,,,,36,36,1,10,37
03010106,0,030101060,1028 Howard St.,02/04/2003,030350426,02/04/2003 10:25:40 PM,02/04/2003 10:28:18 PM,02/04/2003 10:36:57 PM,SF,94105,B03,01,,3,11,0,0,0,0,E01,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,63 - Restore fire alarm system,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407894 37.779257),34,28853,14,2,9,1,24,1,1,1,1,32,32,1,10,34
03010111,0,030101110,345 San Carlos St.,02/04/2003,030350432,02/04/2003 10:55:32 PM,02/04/2003 10:57:48 PM,02/04/2003 11:34:29 PM,SF,94110,B06,07,,10,34,0,0,0,0,T11,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,11 - Extinguish,51 - Ventilate,-,U - Unknown,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.419688 37.757865),19,28859,2,4,7,,,3,,,3,53,53,3,2,20
03010112,0,030101120,3325 Steiner St.,02/04/2003,030350433,02/04/2003 10:56:48 PM,02/04/2003 11:00:46 PM,02/04/2003 11:08:03 PM,SF,94123,B04,16,,1,4,0,0,0,0,T16,0,0,0,0,0,0,1,"400 - Hazardous condition, other",None,"40 - Hazardous condition, other",-,-,-,"400 - Residential, other",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.43806588 37.80002156),17,57,13,9,1,,19,,,,,17,17,4,6,13
03010113,0,030101130,9th Av. / Lincoln Wy.,02/04/2003,030350435,02/04/2003 10:58:23 PM,02/04/2003 11:02:00 PM,02/04/2003 11:28:26 PM,SF,94118,B08,22,,3,9,1,2,0,0,E12,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Inner Sunset,POINT (-122.466443 37.765924),12,56,11,8,11,,2,,,,,109,109,10,11,14
03010114,0,030101140,10 Rockwood Ct.,02/04/2003,030350434,02/04/2003 10:59:27 PM,02/04/2003 11:04:05 PM,02/04/2003 11:42:47 PM,SF,94122,B08,39,,1,4,0,0,0,0,E39,0,0,0,0,0,0,1,372 - Trapped by power lines,None,81 - Incident command,-,-,-,"960 - Street, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,West of Twin Peaks,POINT (-122.45720934 37.74317821),40,59,1,8,4,,,,,,,49,49,10,8,41
03010115,0,030101150,2649 San Jose Av.,02/04/2003,030350438,02/04/2003 11:18:52 PM,02/04/2003 11:26:29 PM,02/05/2003 12:10:36 AM,SF,94112,B09,33,,1,4,0,0,0,0,E33,0,0,0,0,0,0,1,"400 - Hazardous condition, other",None,86 - Investigate,-,-,-,"150 - Public or government, other",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Oceanview/Merced/Ingleside,POINT (-122.4504532 37.71617998),24,28861,9,8,6,,,,,,,81,81,10,1,24
03010116,0,030101160,419 Laguna St.,02/04/2003,030350439,02/04/2003 11:24:25 PM,02/04/2003 11:27:55 PM,02/04/2003 11:33:21 PM,SF,94102,B02,36,,1,4,0,0,0,0,E36,0,0,0,0,0,0,1,371 - Electrocution or potential electrocution,None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.42627153 37.77514162),10,28852,7,9,11,,,,,,,22,22,4,11,9
03010123,0,030101230,3251 20th Av.,02/05/2003,030360002,02/05/2003 12:09:11 AM,02/05/2003 12:13:09 AM,02/05/2003 12:37:27 AM,SF,94132,B08,19,,3,11,0,0,0,0,T19,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,"580 - General retail, other",,,,,,,,,,,,,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.476826 37.728471),14,64,1,8,4,,,,,,,41,41,10,8,16
03010127,0,030101270,1491 21st Av.,02/05/2003,030360007,02/05/2003 12:19:12 AM,02/05/2003 12:36:05 AM,02/05/2003 12:50:46 AM,SF,94122,B08,22,,1,4,0,0,0,0,E22,0,0,0,0,0,0,1,"400 - Hazardous condition, other",None,"00 - Action taken, other",-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.479106 37.759943),35,56,1,8,3,,,,,,,39,39,10,7,35
03010128,0,030101280,1410 24th Av.,02/05/2003,030360008,02/05/2003 12:21:44 AM,02/05/2003 12:23:00 AM,02/05/2003 01:03:28 AM,SF,94118,B08,22,,2,6,1,2,0,0,M12,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.4833502 37.76136204),35,56,1,8,3,,,,,,,39,39,10,7,35
03010129,0,030101290,2139 21st Av.,02/05/2003,030360009,02/05/2003 12:25:17 AM,02/05/2003 12:31:30 AM,02/05/2003 02:12:30 AM,SF,94122,B08,39,,1,4,0,0,0,0,E39,0,0,0,0,0,0,1,"440 - Elec. wiring/equip. problem, other",None,65 - Secure property,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.4780201 37.74663207),35,29491,1,8,3,,,,,,,40,40,10,7,35
03010133,0,030101330,1439 Kearny St.,02/05/2003,030360015,02/05/2003 01:05:03 AM,02/05/2003 01:09:36 AM,02/05/2003 01:11:10 AM,SF,94133,B01,28,,3,11,0,0,0,0,B01,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,3,North Beach,POINT (-122.4062586 37.80135906),23,308,3,1,10,,21,,,,,18,18,6,3,23
03010134,0,030101340,919 South Van Ness Av.,02/05/2003,030360016,02/05/2003 01:09:05 AM,02/05/2003 01:12:30 AM,02/05/2003 01:23:08 AM,SF,94110,B06,07,,3,11,0,0,0,0,E07,0,0,0,0,0,0,1,733 - Smoke detector activation/malfunction,None,86 - Investigate,-,-,-,419 - 1 or 2 family dwelling,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Mission,POINT (-122.416755 37.758432),19,28859,2,4,7,,13,3,,,3,53,53,3,2,20
03010136,0,030101360,1215 Filbert St.,02/05/2003,030360019,02/05/2003 01:35:38 AM,02/05/2003 01:39:06 AM,02/05/2003 01:46:28 AM,SF,94109,B01,41,,3,11,0,0,0,0,E41,0,0,0,0,0,0,1,"730 - System malfunction, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Russian Hill,POINT (-122.41972584 37.79978361),32,28858,5,1,1,,,,,,,107,107,6,6,32
03010141,0,030101410,880 Franklin St.,02/05/2003,030360025,02/05/2003 02:08:01 AM,02/05/2003 02:10:35 AM,02/05/2003 02:28:32 AM,SF,94102,B02,36,,3,11,0,0,0,0,E36,0,0,0,0,0,0,1,"740 - Unintentional alarm, other",None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.422339 37.782485),41,28852,7,9,11,1,,,,,,100,100,4,11,39
03010142,0,030101420,95 Stillman St.,02/05/2003,030360027,02/05/2003 02:11:08 AM,02/05/2003 02:13:48 AM,02/05/2003 02:29:34 AM,SF,94105,B03,08,,7,27,0,0,0,0,E08,0,0,0,0,0,0,1,"113 - Cooking fire, confined to container",None,63 - Restore fire alarm system,-,-,1 - Detector alerted occupants,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.39608674 37.7818449),6,28856,6,2,9,,,,,,,32,32,1,10,8
03010147,0,030101470,Cervantes Bl. / Fillmore St.,02/05/2003,030360032,02/05/2003 03:05:32 AM,02/05/2003 03:08:51 AM,02/05/2003 03:08:56 AM,SF,94123,B04,16,,1,4,0,0,0,0,T16,0,0,0,0,0,0,1,"711 - Municipal alarm system, Street Box False",None,86 - Investigate,-,-,-,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.437433 37.803096),17,57,13,9,1,,,,,,,17,17,4,6,13
03010148,0,030101480,785 Market St.,02/05/2003,030360033,02/05/2003 03:13:15 AM,02/05/2003 03:16:25 AM,02/05/2003 03:25:24 AM,SF,94105,B03,01,,3,11,0,0,0,0,T01,0,0,0,0,0,0,1,735 - Alarm system sounded due to malfunction,None,63 - Restore fire alarm system,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.405501 37.78593),6,28853,12,2,9,,,,,,,32,32,5,10,8
03010150,0,030101500,444 De Haro St.,02/05/2003,030360035,02/05/2003 03:18:43 AM,02/05/2003 03:22:33 AM,02/05/2003 03:29:03 AM,SF,94103,B03,29,,3,11,0,0,0,0,E29,0,0,0,0,0,0,1,"520 - Water problem, other",None,86 - Investigate,-,-,-,599 - Business office,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.401633 37.764255),29,28856,8,3,8,,,,,,,54,54,1,9,26
03010152,0,030101520,2030 Vallejo St.,02/05/2003,030360037,02/05/2003 03:48:17 AM,02/05/2003 03:53:53 AM,02/05/2003 04:22:35 AM,SF,94123,B04,38,,1,4,0,0,0,0,T16,0,0,0,0,0,0,1,353 - Removal of victim(s) from stalled elev.,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Marina,POINT (-122.430736 37.795851),17,57,13,9,1,,,,,,,102,102,4,6,13
03010160,0,030101600,Geneva Av. / Mission St.,02/05/2003,030360046,02/05/2003 04:56:20 AM,02/05/2003 05:03:23 AM,02/05/2003 05:03:29 AM,SF,94110,B09,43,,1,4,0,0,0,0,E43,0,0,0,0,0,0,1,"118 - Trash or rubbish fire, contained",None,11 - Extinguish,-,-,U - Unknown,"962 - Residential street, road or residential dr",,,,,,,,,,,,,,,,,,,,,,,,,,,11,Excelsior,POINT (-122.441018 37.716458),5,28861,9,7,6,,4,,,,,58,58,9,1,7
03010165,0,030101650,2425 Geary Bl.,02/05/2003,030360052,02/05/2003 06:15:21 AM,02/05/2003 06:17:07 AM,02/05/2003 06:23:45 AM,SF,94117,B05,10,,3,11,0,0,0,0,T10,0,0,0,0,0,0,1,745 - Alarm system sounded/no fire-accidental,None,86 - Investigate,-,-,-,429 - Multifamily dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Lone Mountain/USF,POINT (-122.443226 37.782308),16,29490,15,5,1,,,,,,,13,13,7,6,18
